100,4230000,5070000
200,66664000,68553000
300,180470000,183376000
400,569882000,573474000
500,1396535000,1402968000
600,2917607000,2907631000
700,5470878000,5433902000
800,9524855000,9425996000
900,15479377000,15370764000
1000,23596327000,23606253000
